country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","15-02-2026 11:00:00",25.592539,85.227158,CO,40,101,57
India,Bihar,Patna,"Muradpur, Patna - BSPCB","15-02-2026 11:00:00",25.619651,85.147382,NO2,10,13,11
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","15-02-2026 11:00:00",26.80365,84.51954,PM10,54,103,76
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","15-02-2026 11:00:00",26.80365,84.51954,OZONE,21,23,22
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","15-02-2026 11:00:00",25.265194,87.012947,PM2.5,7,38,17
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","15-02-2026 11:00:00",25.204762,85.514960,PM2.5,20,63,44
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","15-02-2026 11:00:00",25.204762,85.514960,PM10,15,51,36
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","15-02-2026 11:00:00",25.567520,83.966379,NO2,9,10,9
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","15-02-2026 11:00:00",26.10887,91.589544,NH3,5,6,5
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","15-02-2026 11:00:00",26.187500,91.744194,OZONE,12,20,13
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","15-02-2026 11:00:00",26.349082,92.68449,NH3,4,4,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","15-02-2026 11:00:00",26.446912,91.439057,NO2,14,15,14
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","15-02-2026 11:00:00",26.446912,91.439057,CO,20,22,21
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","15-02-2026 11:00:00",26.446912,91.439057,OZONE,14,16,16
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","15-02-2026 11:00:00",27.308328,84.531742,SO2,16,17,16
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","15-02-2026 11:00:00",26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","15-02-2026 11:00:00",26.63086,84.90051,CO,18,48,35
India,Bihar,Munger,"Town Hall, Munger - BSPCB","15-02-2026 11:00:00",25.376776,86.471523,PM10,38,66,48
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","15-02-2026 11:00:00",26.11442,85.39813,NO2,6,52,36
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","15-02-2026 11:00:00",28.710508,77.249485,PM10,109,262,169
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","15-02-2026 11:00:00",28.710508,77.249485,SO2,26,55,38
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","15-02-2026 11:00:00",28.710508,77.249485,CO,67,126,102
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","15-02-2026 11:00:00",28.531346,77.190156,NO2,20,75,42
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","15-02-2026 11:00:00",28.672342,77.315260,NH3,6,7,6
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","15-02-2026 11:00:00",28.672342,77.315260,OZONE,1,112,3
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","15-02-2026 11:00:00",28.699793,77.165453,PM10,152,283,208
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","15-02-2026 11:00:00",28.699793,77.165453,NO2,NA,NA,NA
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","15-02-2026 11:00:00",28.699793,77.165453,NH3,5,14,12
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","15-02-2026 11:00:00",23.107969,72.574648,NO2,13,103,44
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","15-02-2026 11:00:00",22.977134,72.553024,NO2,40,153,97
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","15-02-2026 11:00:00",22.977134,72.553024,SO2,2,111,51
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","15-02-2026 11:00:00",22.977134,72.553024,CO,8,56,36
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","15-02-2026 11:00:00",22.126650,83.483212,NO2,13,66,40
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","15-02-2026 11:00:00",22.126650,83.483212,SO2,1,90,17
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","15-02-2026 11:00:00",22.126650,83.483212,CO,22,70,50
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","15-02-2026 11:00:00",22.126650,83.483212,OZONE,1,62,2
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","15-02-2026 11:00:00",22.1910172,83.5197009,PM10,35,357,80
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","15-02-2026 11:00:00",21.258815,81.578979,PM2.5,33,97,61
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","15-02-2026 11:00:00",21.258815,81.578979,NH3,4,4,4
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","15-02-2026 11:00:00",21.258815,81.578979,OZONE,1,5,1
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","15-02-2026 11:00:00",21.219665,81.630094,PM2.5,33,64,54
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","15-02-2026 11:00:00",21.219665,81.630094,NO2,24,80,44
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","15-02-2026 11:00:00",21.237755,81.705301,PM10,63,102,81
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","15-02-2026 11:00:00",21.371751,81.664929,PM2.5,18,99,55
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","15-02-2026 11:00:00",21.185571,81.343175,CO,28,35,33
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","15-02-2026 11:00:00",21.224231,81.408350,PM2.5,25,178,59
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","15-02-2026 11:00:00",22.08815,82.13737,NO2,23,197,51
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","15-02-2026 11:00:00",22.118125,83.140608,NH3,5,5,5
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","15-02-2026 11:00:00",22.368195,82.746431,PM10,NA,NA,NA
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","15-02-2026 11:00:00",22.368195,82.746431,CO,16,28,22
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","15-02-2026 11:00:00",22.348441,82.549611,PM10,33,147,86
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","15-02-2026 11:00:00",22.348441,82.549611,NO2,16,22,18
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","15-02-2026 11:00:00",22.126650,83.483212,PM2.5,37,106,66
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","15-02-2026 11:00:00",28.567890,77.250515,NO2,67,131,93
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","15-02-2026 11:00:00",28.6573814,77.1585447,CO,5,117,60
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","15-02-2026 11:00:00",28.530785,77.271255,NO2,37,138,89
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","15-02-2026 11:00:00",28.530785,77.271255,NH3,9,14,12
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","15-02-2026 11:00:00",28.623763,77.287209,PM2.5,67,340,210
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","15-02-2026 11:00:00",28.623763,77.287209,SO2,17,31,21
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","15-02-2026 11:00:00",28.674045,77.131023,PM2.5,68,339,216
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","15-02-2026 11:00:00",28.674045,77.131023,NH3,4,5,5
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","15-02-2026 11:00:00",28.674045,77.131023,OZONE,3,79,19
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","15-02-2026 11:00:00",28.656756,77.227234,OZONE,7,167,37
India,Delhi,Delhi,"DTU, Delhi - CPCB","15-02-2026 11:00:00",28.7500499,77.1112615,PM2.5,59,307,194
India,Delhi,Delhi,"DTU, Delhi - CPCB","15-02-2026 11:00:00",28.7500499,77.1112615,NO2,23,47,34
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","15-02-2026 11:00:00",28.498571,77.264840,NH3,8,10,9
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","15-02-2026 11:00:00",28.498571,77.264840,SO2,16,27,20
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","15-02-2026 11:00:00",28.5710274,77.0719006,PM2.5,87,338,220
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","15-02-2026 11:00:00",28.5710274,77.0719006,NO2,36,140,83
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","15-02-2026 11:00:00",28.5710274,77.0719006,OZONE,1,151,4
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","15-02-2026 11:00:00",28.611281,77.237738,SO2,1,29,11
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","15-02-2026 11:00:00",28.611281,77.237738,OZONE,1,190,6
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","15-02-2026 11:00:00",28.636429,77.201067,NO2,53,167,98
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","15-02-2026 11:00:00",28.636429,77.201067,SO2,2,34,12
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","15-02-2026 11:00:00",28.636429,77.201067,CO,2,98,26
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","15-02-2026 11:00:00",28.636429,77.201067,OZONE,11,198,32
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","15-02-2026 11:00:00",28.60909,77.0325413,NO2,NA,NA,NA
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","15-02-2026 11:00:00",28.60909,77.0325413,CO,36,70,47
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","15-02-2026 11:00:00",28.60909,77.0325413,OZONE,11,28,13
India,Delhi,Delhi,"Pusa, Delhi - DPCC","15-02-2026 11:00:00",28.639652,77.146275,NO2,43,164,87
India,Delhi,Delhi,"Pusa, Delhi - DPCC","15-02-2026 11:00:00",28.639652,77.146275,SO2,1,26,12
India,Delhi,Delhi,"Pusa, Delhi - IMD","15-02-2026 11:00:00",28.636110,77.173332,CO,38,139,105
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","15-02-2026 11:00:00",28.563262,77.186937,PM10,111,411,179
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","15-02-2026 11:00:00",28.563262,77.186937,NH3,7,11,10
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","15-02-2026 11:00:00",28.6514781,77.1473105,NO2,60,147,86
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","15-02-2026 11:00:00",28.6514781,77.1473105,SO2,10,19,15
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","15-02-2026 11:00:00",28.5504249,77.2159377,NO2,28,36,32
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","15-02-2026 11:00:00",22.06631475,83.33820077,NO2,29,100,66
India,Delhi,Delhi,"Alipur, Delhi - DPCC","15-02-2026 11:00:00",28.815329,77.153010,PM2.5,77,386,246
India,Delhi,Delhi,"Alipur, Delhi - DPCC","15-02-2026 11:00:00",28.815329,77.153010,SO2,8,21,11
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","15-02-2026 11:00:00",28.647622,77.3158090,PM10,90,423,255
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","15-02-2026 11:00:00",28.647622,77.3158090,SO2,1,17,7
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","15-02-2026 11:00:00",28.695381,77.181665,NH3,7,9,8
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","15-02-2026 11:00:00",28.542460,77.191651,PM10,105,210,151
India,Delhi,Delhi,"ITO, Delhi - CPCB","15-02-2026 11:00:00",28.628624,77.241060,NO2,35,80,54
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","15-02-2026 11:00:00",28.732820,77.170633,PM2.5,98,344,253
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","15-02-2026 11:00:00",28.732820,77.170633,OZONE,4,85,12
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","15-02-2026 11:00:00",28.5918245,77.2273074,CO,63,107,90
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","15-02-2026 11:00:00",28.4501238,77.0263051,PM2.5,128,409,306
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","15-02-2026 11:00:00",28.4501238,77.0263051,SO2,2,7,5
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","15-02-2026 11:00:00",29.140560,75.744941,PM10,62,105,90
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","15-02-2026 11:00:00",29.140560,75.744941,NH3,11,11,11
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","15-02-2026 11:00:00",29.695300,77.002700,PM2.5,87,248,166
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","15-02-2026 11:00:00",29.966942,76.875879,PM10,110,155,129
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","15-02-2026 11:00:00",27.9002,76.9938,PM2.5,55,242,137
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","15-02-2026 11:00:00",27.9002,76.9938,PM10,62,161,118
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","15-02-2026 11:00:00",27.9002,76.9938,NH3,13,15,13
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","15-02-2026 11:00:00",27.9002,76.9938,SO2,32,37,34
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","15-02-2026 11:00:00",23.80569,86.44268,SO2,2,33,27
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","15-02-2026 11:00:00",16.172806,75.659694,CO,10,39,20
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","15-02-2026 11:00:00",12.9135218,77.5950804,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","15-02-2026 11:00:00",12.9352049,77.6814488,SO2,1,7,5
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","15-02-2026 11:00:00",12.9352049,77.6814488,CO,36,39,37
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","15-02-2026 11:00:00",12.9756843,77.5660749,PM10,100,102,101
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","15-02-2026 11:00:00",13.029152,77.585901,PM2.5,12,234,96
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","15-02-2026 11:00:00",13.029152,77.585901,NH3,1,2,1
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","15-02-2026 11:00:00",29.536400,75.015800,SO2,5,23,12
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","15-02-2026 11:00:00",29.027200,77.062100,PM2.5,55,265,136
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","15-02-2026 11:00:00",29.027200,77.062100,NO2,12,13,12
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","15-02-2026 11:00:00",30.1480566,77.2893471,PM2.5,133,209,170
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","15-02-2026 11:00:00",30.1480566,77.2893471,PM10,111,136,123
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","15-02-2026 11:00:00",30.1480566,77.2893471,CO,30,53,41
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","15-02-2026 11:00:00",34.066206,74.819820,SO2,3,4,3
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","15-02-2026 11:00:00",23.80569,86.44268,PM2.5,3,311,85
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","15-02-2026 11:00:00",28.6701,76.9254,SO2,7,7,7
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","15-02-2026 11:00:00",28.6701,76.9254,CO,46,50,49
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","15-02-2026 11:00:00",28.3419248,77.319699,NO2,19,21,20
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","15-02-2026 11:00:00",28.806223,76.141105,OZONE,5,20,13
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","15-02-2026 11:00:00",28.593883,76.270653,PM10,75,140,96
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","15-02-2026 11:00:00",28.593883,76.270653,NO2,9,24,16
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","15-02-2026 11:00:00",28.593883,76.270653,CO,8,25,16
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","15-02-2026 11:00:00",28.206800,76.799700,SO2,6,7,7
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","15-02-2026 11:00:00",22.248853,70.776774,OZONE,14,49,20
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","15-02-2026 11:00:00","21.217779 ","72.834787 ",NO2,24,91,56
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","15-02-2026 11:00:00","21.217779 ","72.834787 ",CO,122,136,129
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","15-02-2026 11:00:00",22.320153,73.216285,CO,124,140,133
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","15-02-2026 11:00:00",20.362421,72.918013,PM10,45,106,65
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","15-02-2026 11:00:00",22.969611,72.643500,SO2,15,22,19
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","15-02-2026 11:00:00",30.379589,76.778328,PM10,62,87,78
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","15-02-2026 11:00:00",28.4417,77.3217,NH3,11,12,11
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","15-02-2026 11:00:00",29.503664,75.467934,NO2,18,20,19
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","15-02-2026 11:00:00",29.503664,75.467934,NH3,13,14,14
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","15-02-2026 11:00:00",29.503664,75.467934,SO2,10,11,10
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","15-02-2026 11:00:00",29.503664,75.467934,CO,26,34,30
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","15-02-2026 11:00:00",28.422681,77.148944,PM10,104,287,185
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","15-02-2026 11:00:00",28.4227,77.0667,PM10,87,467,233
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","15-02-2026 11:00:00",28.4275,77.1465,PM2.5,NA,NA,NA
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","15-02-2026 11:00:00",28.4275,77.1465,PM10,NA,NA,NA
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","15-02-2026 11:00:00",28.360699,76.936090,NO2,47,53,50
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","15-02-2026 11:00:00",28.060249,76.113115,OZONE,1,9,1
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","15-02-2026 11:00:00",28.1485564,77.3320667,OZONE,16,21,17
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","15-02-2026 11:00:00",28.3153,76.9143,PM2.5,91,336,220
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","15-02-2026 11:00:00",30.7057778,76.8531805555555,NO2,23,26,25
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","15-02-2026 11:00:00",29.536400,75.015800,PM2.5,2,135,22
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","15-02-2026 11:00:00",23.002657,72.591912,PM2.5,54,222,95
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","15-02-2026 11:00:00",23.002657,72.591912,PM10,55,160,103
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","15-02-2026 11:00:00",23.020509,72.579261,NH3,11,37,22
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","15-02-2026 11:00:00",23.016834,72.625775,NO2,11,92,50
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","15-02-2026 11:00:00",23.016834,72.625775,NH3,3,11,5
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","15-02-2026 11:00:00",23.016834,72.625775,CO,22,58,26
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","15-02-2026 11:00:00",23.041137,72.456691,NH3,6,13,10
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","15-02-2026 11:00:00",23.076793,72.627874,CO,8,75,37
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","15-02-2026 11:00:00",21.613267,73.010555,NH3,8,8,8
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","15-02-2026 11:00:00",21.613267,73.010555,CO,48,89,75
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","15-02-2026 11:00:00",23.163798,72.677768,NO2,18,85,40
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","15-02-2026 11:00:00",23.163798,72.677768,CO,14,71,40
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","15-02-2026 11:00:00",22.248853,70.776774,PM10,85,189,127
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","15-02-2026 11:00:00",22.248853,70.776774,NO2,14,74,43
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","15-02-2026 11:00:00",15.3714823,75.1160168,SO2,3,5,3
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","15-02-2026 11:00:00",15.3714823,75.1160168,CO,6,40,27
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","15-02-2026 11:00:00",17.336318,76.847397,PM2.5,22,59,47
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","15-02-2026 11:00:00",17.336318,76.847397,PM10,28,74,61
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","15-02-2026 11:00:00",12.415911,75.735050,SO2,7,7,7
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","15-02-2026 11:00:00",12.21041,76.37376,NO2,19,30,21
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","15-02-2026 11:00:00",12.21041,76.37376,NH3,4,7,5
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","15-02-2026 11:00:00",12.21041,76.37376,CO,1,59,21
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","15-02-2026 11:00:00",12.21041,76.37376,OZONE,48,109,84
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","15-02-2026 11:00:00",12.733409,77.298051,NO2,46,76,57
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","15-02-2026 11:00:00",12.733409,77.298051,SO2,14,27,16
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","15-02-2026 11:00:00",13.940000,75.555917,NO2,20,25,22
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","15-02-2026 11:00:00",13.940000,75.555917,SO2,4,5,5
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","15-02-2026 11:00:00",13.940000,75.555917,CO,6,33,22
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","15-02-2026 11:00:00",13.377516,77.099072,PM10,87,407,135
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","15-02-2026 11:00:00",8.563700,76.886500,OZONE,36,37,36
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","15-02-2026 11:00:00",8.5149093,76.9435879,NO2,NA,NA,NA
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","15-02-2026 11:00:00",10.532400,76.215900,PM2.5,56,72,64
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","15-02-2026 11:00:00",10.532400,76.215900,PM10,66,88,78
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","15-02-2026 11:00:00",10.532400,76.215900,SO2,1,1,1
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","15-02-2026 11:00:00",23.264759,77.381568,PM2.5,60,153,102
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","15-02-2026 11:00:00",23.264759,77.381568,SO2,10,19,13
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","15-02-2026 11:00:00",23.210494,77.425409,PM2.5,78,267,156
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","15-02-2026 11:00:00",23.210494,77.425409,SO2,2,24,13
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","15-02-2026 11:00:00",23.210494,77.425409,CO,NA,NA,NA
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","15-02-2026 11:00:00",23.233584,77.400574,PM10,100,240,144
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","15-02-2026 11:00:00",23.233584,77.400574,CO,36,119,44
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","15-02-2026 11:00:00",23.81748678,79.446246,PM10,11,85,24
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","15-02-2026 11:00:00",23.50016,80.23284,PM2.5,42,187,98
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","15-02-2026 11:00:00",23.50016,80.23284,PM10,50,123,85
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","15-02-2026 11:00:00",23.108440,77.511428,PM10,105,413,210
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","15-02-2026 11:00:00",23.108440,77.511428,NH3,NA,NA,NA
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","15-02-2026 11:00:00",23.108440,77.511428,CO,21,102,54
