country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","15-02-2026 11:00:00",26.181742,91.78063,NO2,3,3,3
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","15-02-2026 11:00:00",26.446912,91.439057,PM10,89,127,106
India,Assam,Silchar,"Tarapur, Silchar - PCBA","15-02-2026 11:00:00",24.82827,92.79525,PM2.5,32,89,60
India,Assam,Silchar,"Tarapur, Silchar - PCBA","15-02-2026 11:00:00",24.82827,92.79525,SO2,3,6,5
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","15-02-2026 11:00:00",26.987634,94.636574,NH3,6,18,9
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","15-02-2026 11:00:00",26.146529,87.454184,PM2.5,35,140,79
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","15-02-2026 11:00:00",26.146529,87.454184,PM10,30,105,69
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","15-02-2026 11:00:00",26.146529,87.454184,NO2,1,11,3
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","15-02-2026 11:00:00",26.146529,87.454184,NH3,4,5,4
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","15-02-2026 11:00:00",25.5626095,84.663264,PM2.5,12,127,52
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","15-02-2026 11:00:00",25.892357,86.590325,PM10,66,178,100
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","15-02-2026 11:00:00",25.859655,85.77944,NO2,8,9,8
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","15-02-2026 11:00:00",24.952822,84.002396,SO2,5,5,5
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","15-02-2026 11:00:00",24.952822,84.002396,CO,48,54,51
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","15-02-2026 11:00:00",26.2271665,84.3570427,NO2,2,2,2
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","15-02-2026 11:00:00",26.2271665,84.3570427,NH3,1,1,1
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","15-02-2026 11:00:00",26.2271665,84.3570427,OZONE,11,12,12
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","15-02-2026 11:00:00",30.735567,76.775714,SO2,7,15,10
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","15-02-2026 11:00:00",30.751462,76.762879,PM2.5,78,152,101
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","15-02-2026 11:00:00",25.5626095,84.663264,NO2,6,9,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","15-02-2026 11:00:00",25.5626095,84.663264,SO2,9,11,10
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","15-02-2026 11:00:00",25.42742023,86.13886079,NH3,10,11,11
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","15-02-2026 11:00:00",26.80365,84.51954,NO2,7,10,8
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","15-02-2026 11:00:00",26.80365,84.51954,SO2,7,40,16
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","15-02-2026 11:00:00",25.251013,86.989001,PM2.5,32,92,56
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","15-02-2026 11:00:00",25.251013,86.989001,PM10,50,101,64
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","15-02-2026 11:00:00",25.251013,86.989001,NH3,1,1,1
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","15-02-2026 11:00:00",25.251013,86.989001,CO,10,26,17
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","15-02-2026 11:00:00",25.265194,87.012947,PM10,33,129,68
India,Bihar,Patna,"Muradpur, Patna - BSPCB","15-02-2026 11:00:00",25.619651,85.147382,PM2.5,60,93,76
India,Bihar,Patna,"Muradpur, Patna - BSPCB","15-02-2026 11:00:00",25.619651,85.147382,PM10,86,124,107
India,Bihar,Patna,"Muradpur, Patna - BSPCB","15-02-2026 11:00:00",25.619651,85.147382,NH3,4,5,5
India,Bihar,Patna,"Muradpur, Patna - BSPCB","15-02-2026 11:00:00",25.619651,85.147382,OZONE,4,17,6
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","15-02-2026 11:00:00",25.599486,85.113666,NH3,1,3,2
India,Bihar,Patna,"Samanpura, Patna - BSPCB","15-02-2026 11:00:00",25.596727,85.085624,PM2.5,46,91,73
India,Bihar,Patna,"Samanpura, Patna - BSPCB","15-02-2026 11:00:00",25.596727,85.085624,PM10,71,160,118
India,Bihar,Patna,"Samanpura, Patna - BSPCB","15-02-2026 11:00:00",25.596727,85.085624,SO2,4,5,4
India,Bihar,Patna,"Samanpura, Patna - BSPCB","15-02-2026 11:00:00",25.596727,85.085624,OZONE,11,89,33
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","15-02-2026 11:00:00",25.03280,85.41948,PM10,NA,NA,NA
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","15-02-2026 11:00:00",24.762518,84.982348,SO2,6,22,9
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","15-02-2026 11:00:00",25.697189,85.245900,NO2,62,101,80
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","15-02-2026 11:00:00",26.0881305,87.93840336,NO2,9,13,11
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","15-02-2026 11:00:00",26.0881305,87.93840336,SO2,3,9,6
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","15-02-2026 11:00:00",27.308328,84.531742,PM2.5,82,312,136
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","15-02-2026 11:00:00",27.308328,84.531742,NH3,1,2,1
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","15-02-2026 11:00:00",26.63086,84.90051,SO2,3,3,3
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","15-02-2026 11:00:00",13.67,79.35,PM2.5,70,264,145
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","15-02-2026 11:00:00",13.615387,79.409230,NO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","15-02-2026 11:00:00",16.536107,80.594233,OZONE,3,24,8
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","15-02-2026 11:00:00",16.486692,80.699436,PM10,46,58,54
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","15-02-2026 11:00:00",16.486692,80.699436,OZONE,33,33,33
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","15-02-2026 11:00:00",16.509717,80.612222,NO2,8,49,19
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","15-02-2026 11:00:00",16.509717,80.612222,NH3,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB","15-02-2026 11:00:00",25.376776,86.471523,PM2.5,48,83,61
India,Bihar,Munger,"Town Hall, Munger - BSPCB","15-02-2026 11:00:00",25.376776,86.471523,NO2,4,5,5
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","15-02-2026 11:00:00",26.1403345,85.3650192,PM10,61,66,63
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","15-02-2026 11:00:00",26.1403345,85.3650192,NO2,2,4,2
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","15-02-2026 11:00:00",26.1209,85.3647,SO2,4,8,5
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","15-02-2026 11:00:00",26.1209,85.3647,OZONE,7,22,7
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","15-02-2026 11:00:00",25.610369,85.132568,NO2,1,2,1
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","15-02-2026 11:00:00",16.554731,80.649110,CO,11,66,64
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","15-02-2026 11:00:00",17.72,83.3,PM2.5,71,189,124
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","15-02-2026 11:00:00",27.103358,93.679645,NH3,1,1,1
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","15-02-2026 11:00:00",26.10887,91.589544,PM2.5,28,142,66
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","15-02-2026 11:00:00",26.10887,91.589544,PM10,34,148,85
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","15-02-2026 11:00:00",25.567520,83.966379,PM10,45,101,68
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","15-02-2026 11:00:00",24.7955,84.9994,OZONE,17,19,18
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","15-02-2026 11:00:00",24.792403,84.992416,NH3,1,2,1
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","15-02-2026 11:00:00",24.762518,84.982348,PM10,52,75,61
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","15-02-2026 11:00:00",14.675886,77.593027,NH3,5,5,5
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","15-02-2026 11:00:00",14.675886,77.593027,OZONE,17,17,17
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","15-02-2026 11:00:00",13.204880,79.097889,PM2.5,57,82,68
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","15-02-2026 11:00:00",14.465052,78.824187,OZONE,12,16,14
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","15-02-2026 11:00:00",30.751462,76.762879,NO2,6,15,9
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","15-02-2026 11:00:00",21.194815,81.314770,PM10,30,92,60
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","15-02-2026 11:00:00",21.185571,81.343175,PM10,26,105,49
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","15-02-2026 11:00:00",21.185571,81.343175,NO2,11,11,11
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","15-02-2026 11:00:00",21.185571,81.343175,SO2,6,12,8
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","15-02-2026 11:00:00",21.224231,81.408350,SO2,24,103,49
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","15-02-2026 11:00:00",22.08815,82.13737,CO,18,94,27
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","15-02-2026 11:00:00",22.118125,83.140608,PM10,29,102,68
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","15-02-2026 11:00:00",28.6514781,77.1473105,NH3,11,16,12
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","15-02-2026 11:00:00",28.5504249,77.2159377,PM10,132,398,204
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","15-02-2026 11:00:00",28.531346,77.190156,PM2.5,78,260,139
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","15-02-2026 11:00:00",28.531346,77.190156,OZONE,1,121,8
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","15-02-2026 11:00:00",28.672342,77.315260,PM2.5,88,349,249
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","15-02-2026 11:00:00",28.699793,77.165453,PM2.5,92,350,249
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","15-02-2026 11:00:00",23.107969,72.574648,PM2.5,54,191,101
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","15-02-2026 11:00:00",23.107969,72.574648,PM10,69,189,120
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","15-02-2026 11:00:00",23.107969,72.574648,OZONE,1,64,14
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","15-02-2026 11:00:00",22.977134,72.553024,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","15-02-2026 11:00:00",23.002657,72.591912,OZONE,33,99,39
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","15-02-2026 11:00:00",23.020509,72.579261,PM2.5,27,187,94
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","15-02-2026 11:00:00",23.020509,72.579261,NO2,28,174,107
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","15-02-2026 11:00:00",23.041137,72.456691,PM10,70,176,128
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","15-02-2026 11:00:00",23.041137,72.456691,OZONE,2,90,11
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","15-02-2026 11:00:00",21.237755,81.705301,SO2,3,18,6
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","15-02-2026 11:00:00",21.237755,81.705301,CO,24,45,43
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","15-02-2026 11:00:00",21.371751,81.664929,NO2,11,56,29
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","15-02-2026 11:00:00",21.371751,81.664929,NH3,2,2,2
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","15-02-2026 11:00:00",21.371751,81.664929,SO2,3,5,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","15-02-2026 11:00:00",21.371751,81.664929,CO,8,36,18
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","15-02-2026 11:00:00",21.371751,81.664929,OZONE,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","15-02-2026 11:00:00",22.06631475,83.33820077,PM10,45,497,137
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","15-02-2026 11:00:00",28.4706914,77.1099364,PM2.5,50,284,153
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","15-02-2026 11:00:00",28.4706914,77.1099364,OZONE,5,112,16
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","15-02-2026 11:00:00",28.7256504,77.2011573,NO2,70,154,108
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","15-02-2026 11:00:00",28.5512005,77.2735737,CO,13,113,64
India,Delhi,Delhi,"DTU, Delhi - CPCB","15-02-2026 11:00:00",28.7500499,77.1112615,OZONE,6,22,8
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","15-02-2026 11:00:00",28.498571,77.264840,NO2,5,58,26
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","15-02-2026 11:00:00",28.623763,77.287209,NO2,13,102,54
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","15-02-2026 11:00:00",28.623763,77.287209,NH3,7,9,8
India,Delhi,Delhi,"Pusa, Delhi - DPCC","15-02-2026 11:00:00",28.639652,77.146275,NH3,9,42,23
India,Delhi,Delhi,"Pusa, Delhi - DPCC","15-02-2026 11:00:00",28.639652,77.146275,CO,48,116,66
India,Delhi,Delhi,"Pusa, Delhi - IMD","15-02-2026 11:00:00",28.636110,77.173332,PM2.5,65,302,151
India,Delhi,Delhi,"Pusa, Delhi - IMD","15-02-2026 11:00:00",28.636110,77.173332,NO2,44,219,118
India,Delhi,Delhi,"Rohini, Delhi - DPCC","15-02-2026 11:00:00",28.732528,77.119920,SO2,7,27,14
India,Delhi,Delhi,"Rohini, Delhi - DPCC","15-02-2026 11:00:00",28.732528,77.119920,OZONE,6,173,17
India,Delhi,Delhi,"Narela, Delhi - DPCC","15-02-2026 11:00:00",28.822836,77.101981,PM2.5,85,355,225
India,Delhi,Delhi,"Narela, Delhi - DPCC","15-02-2026 11:00:00",28.822836,77.101981,CO,24,64,51
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","15-02-2026 11:00:00",28.567890,77.250515,PM2.5,78,396,251
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","15-02-2026 11:00:00",28.567890,77.250515,PM10,102,352,194
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","15-02-2026 11:00:00",28.567890,77.250515,CO,38,124,85
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","15-02-2026 11:00:00",28.6573814,77.1585447,OZONE,13,302,18
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","15-02-2026 11:00:00",28.530785,77.271255,SO2,9,76,18
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","15-02-2026 11:00:00",28.732820,77.170633,NH3,19,39,31
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","15-02-2026 11:00:00",28.611281,77.237738,NH3,15,18,17
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","15-02-2026 11:00:00",28.611281,77.237738,CO,8,126,60
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","15-02-2026 11:00:00",28.636429,77.201067,PM10,100,197,143
India,Delhi,Delhi,"Mundka, Delhi - DPCC","15-02-2026 11:00:00",28.684678,77.076574,CO,28,90,52
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","15-02-2026 11:00:00",28.5627763,77.1180053,PM10,95,305,168
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","15-02-2026 11:00:00",28.6811736,77.3025234,PM2.5,NA,NA,NA
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","15-02-2026 11:00:00",23.221714,72.654328,OZONE,4,97,16
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","15-02-2026 11:00:00",23.593150,72.372792,NO2,28,45,36
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","15-02-2026 11:00:00",23.593150,72.372792,NH3,1,3,2
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","15-02-2026 11:00:00",22.248853,70.776774,PM2.5,60,240,114
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","15-02-2026 11:00:00",22.248853,70.776774,SO2,13,125,53
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","15-02-2026 11:00:00","21.217779 ","72.834787 ",OZONE,7,9,8
India,Gujarat,Surat,"Science Center, Surat - SMC","15-02-2026 11:00:00",21.170046,72.795405,PM2.5,51,393,227
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","15-02-2026 11:00:00",22.320153,73.216285,PM10,72,200,128
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","15-02-2026 11:00:00",22.320153,73.216285,NO2,12,51,28
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","15-02-2026 11:00:00",22.320153,73.216285,SO2,8,9,8
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","15-02-2026 11:00:00",22.320153,73.216285,OZONE,1,4,1
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","15-02-2026 11:00:00",20.362421,72.918013,SO2,16,27,19
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","15-02-2026 11:00:00",22.969611,72.643500,OZONE,29,47,29
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","15-02-2026 11:00:00",30.379589,76.778328,PM2.5,59,82,74
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","15-02-2026 11:00:00",30.379589,76.778328,SO2,15,31,22
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","15-02-2026 11:00:00",30.379589,76.778328,CO,26,42,30
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","15-02-2026 11:00:00",28.3419248,77.319699,CO,15,110,27
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","15-02-2026 11:00:00",28.806223,76.141105,PM2.5,52,500,244
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","15-02-2026 11:00:00",28.806223,76.141105,NH3,1,9,8
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","15-02-2026 11:00:00",28.806223,76.141105,CO,8,12,10
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","15-02-2026 11:00:00",28.593883,76.270653,NH3,5,8,6
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","15-02-2026 11:00:00",28.206800,76.799700,PM2.5,49,280,171
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","15-02-2026 11:00:00",28.206800,76.799700,NH3,9,26,19
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","15-02-2026 11:00:00",28.52123,76.37138,OZONE,39,40,39
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","15-02-2026 11:00:00",29.536400,75.015800,CO,31,82,69
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","15-02-2026 11:00:00",29.027200,77.062100,SO2,7,12,8
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","15-02-2026 11:00:00",30.1480566,77.2893471,SO2,10,16,12
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","15-02-2026 11:00:00",30.943887,76.801991,PM10,96,205,146
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","15-02-2026 11:00:00",30.943887,76.801991,SO2,25,113,59
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC","15-02-2026 11:00:00",34.031606,75.009712,PM10,42,79,62
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC","15-02-2026 11:00:00",34.06313,74.96017,PM10,28,71,44
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC","15-02-2026 11:00:00",34.06313,74.96017,NO2,8,59,20
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","15-02-2026 11:00:00",23.023389,72.515201,PM2.5,70,189,132
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","15-02-2026 11:00:00",23.023389,72.515201,NO2,4,34,18
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","15-02-2026 11:00:00",23.023389,72.515201,NH3,5,12,9
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","15-02-2026 11:00:00",23.076793,72.627874,NH3,1,4,3
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","15-02-2026 11:00:00",21.613267,73.010555,PM2.5,82,260,145
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","15-02-2026 11:00:00",21.755417,72.139056,PM10,107,287,155
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","15-02-2026 11:00:00",21.755417,72.139056,NH3,4,9,7
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","15-02-2026 11:00:00",21.755417,72.139056,SO2,19,96,35
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","15-02-2026 11:00:00",23.163798,72.677768,PM10,102,331,166
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","15-02-2026 11:00:00",34.066206,74.819820,PM10,24,44,35
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","15-02-2026 11:00:00",23.80569,86.44268,OZONE,1,55,4
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","15-02-2026 11:00:00",16.172806,75.659694,PM2.5,34,36,35
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","15-02-2026 11:00:00",16.172806,75.659694,SO2,7,7,7
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","15-02-2026 11:00:00",12.9135218,77.5950804,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","15-02-2026 11:00:00",12.9135218,77.5950804,SO2,16,17,17
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","15-02-2026 11:00:00",12.951913,77.539784,PM10,74,175,120
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","15-02-2026 11:00:00",12.951913,77.539784,NO2,73,133,109
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","15-02-2026 11:00:00",28.4275,77.1465,NH3,NA,NA,NA
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","15-02-2026 11:00:00",28.4275,77.1465,CO,70,102,102
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","15-02-2026 11:00:00",28.4275,77.1465,OZONE,10,45,14
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","15-02-2026 11:00:00",29.140560,75.744941,SO2,6,14,11
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","15-02-2026 11:00:00",29.140560,75.744941,CO,28,60,32
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","15-02-2026 11:00:00",29.695300,77.002700,NO2,6,7,6
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","15-02-2026 11:00:00",29.966942,76.875879,NO2,16,22,19
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","15-02-2026 11:00:00",28.39072,77.30059,SO2,8,8,8
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","15-02-2026 11:00:00",28.4417,77.3217,SO2,6,6,6
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","15-02-2026 11:00:00",29.503664,75.467934,OZONE,47,71,57
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","15-02-2026 11:00:00",28.422681,77.148944,PM2.5,54,309,193
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","15-02-2026 11:00:00",28.4227,77.0667,PM2.5,81,459,288
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","15-02-2026 11:00:00",12.951913,77.539784,OZONE,41,248,206
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","15-02-2026 11:00:00",12.9756843,77.5660749,SO2,18,19,19
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","15-02-2026 11:00:00",12.9756843,77.5660749,CO,70,80,77
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","15-02-2026 11:00:00",13.029152,77.585901,NO2,41,51,46
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","15-02-2026 11:00:00",12.938539,77.590100,PM2.5,15,113,58
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","15-02-2026 11:00:00",12.938539,77.590100,NO2,21,65,37
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","15-02-2026 11:00:00",28.1485564,77.3320667,NO2,23,24,24
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","15-02-2026 11:00:00",28.1485564,77.3320667,NH3,8,9,9
